streaming_movies,number_of_referrals,total_extra_data_charges,multiple_lines,total_revenue,paperless_billing,phone_service,total_charges,internet_service,tenure_in_months,age,streaming_tv,customer_id,state,gender,online_backup,online_security,internet_type,device_protection_plan,contract,monthly_charge,unlimited_data,married,streaming_music,payment_method,total_refunds,total_long_distance_charges,churn
Yes,13,0,Yes,8685.15,Yes,Yes,6225.4,Yes,6,58,Yes,99125-UTT,Uttar Pradesh,Female,Yes,No,Fiber Optic,Yes,One Year,105.2,Yes,No,Yes,Credit Card,34.83,2494.58,0
Yes,13,0,No,115.71,No,Yes,80.0,Yes,33,52,No,32317-KAR,Karnataka,Female,No,No,Cable,No,Month-to-Month,80.0,Yes,No,Yes,Bank Withdrawal,0.0,35.71,1
,11,0,No,103.51,Yes,Yes,58.15,No,2,29,,45339-AND,Andhra Pradesh,Female,,,,,Month-to-Month,19.8,,Yes,,Mailed Check,0.0,45.36,1
Yes,11,110,Yes,1313.55,Yes,Yes,1058.25,Yes,19,28,Yes,97003-ODI,Odisha,Female,No,No,Fiber Optic,No,Month-to-Month,98.5,No,Yes,Yes,Bank Withdrawal,0.0,145.3,1
No,10,0,No,6085.89,Yes,Yes,4092.85,Yes,7,25,No,23155-WES,West Bengal,Female,Yes,No,Fiber Optic,No,Month-to-Month,73.85,Yes,No,Yes,Bank Withdrawal,0.0,1993.04,1
No,14,0,Yes,2599.28,Yes,Yes,1949.4,Yes,30,38,Yes,24525-HAR,Haryana,Female,Yes,No,Fiber Optic,No,Month-to-Month,89.1,Yes,No,No,Credit Card,0.0,649.88,0
No,10,0,Yes,8040.73,Yes,Yes,7548.6,Yes,36,27,Yes,43117-GUJ,Gujarat,Female,Yes,Yes,Fiber Optic,Yes,Two Year,106.1,Yes,No,No,Credit Card,23.39,515.52,0
No,11,0,Yes,79.63,Yes,Yes,75.1,Yes,8,57,No,84843-MAD,Madhya Pradesh,Female,No,No,Fiber Optic,No,Month-to-Month,75.1,Yes,Yes,No,Bank Withdrawal,0.0,4.53,0
No,10,0,No,2653.34,No,Yes,2066.0,Yes,16,63,No,33122-KER,Kerala,Male,No,Yes,DSL,No,Month-to-Month,51.05,Yes,No,No,Credit Card,0.0,587.34,0
No,9,0,No,58.9,No,Yes,49.9,Yes,3,38,No,43920-RAJ,Rajasthan,Female,No,Yes,Cable,No,Month-to-Month,49.9,Yes,No,No,Credit Card,0.0,9.0,0
Yes,3,0,No,105.16,Yes,Yes,89.1,Yes,21,48,Yes,73444-KER,Kerala,Female,No,No,Fiber Optic,No,Month-to-Month,89.1,Yes,No,Yes,Bank Withdrawal,0.0,16.06,1
No,7,60,Yes,5624.84,Yes,Yes,4627.8,Yes,1,63,No,99962-AND,Andhra Pradesh,Female,No,Yes,Fiber Optic,Yes,Two Year,91.6,No,No,No,Credit Card,0.0,937.04,0
Yes,0,0,Yes,1048.65,Yes,Yes,1037.75,Yes,35,34,Yes,71410-PUN,Punjab,Male,No,No,Fiber Optic,Yes,Month-to-Month,98.5,Yes,Yes,Yes,Bank Withdrawal,0.0,10.9,1
No,0,0,No,360.49,No,Yes,208.45,Yes,4,30,No,37048-KAR,Karnataka,Female,Yes,No,Cable,No,Month-to-Month,49.25,Yes,Yes,No,Mailed Check,0.0,152.04,0
Yes,4,0,,4121.08,No,No,4144.8,Yes,2,19,Yes,63602-PUN,Punjab,Female,No,Yes,DSL,Yes,Two Year,59.5,Yes,No,Yes,Bank Withdrawal,23.72,0.0,0
,14,0,No,3066.55,No,Yes,1258.15,No,17,38,,42637-TAM,Tamil Nadu,Male,,,,,Two Year,19.95,,No,,Credit Card,0.0,1808.4,0
Yes,3,0,No,786.26,Yes,Yes,581.7,Yes,17,73,No,99722-BIH,Bihar,Male,No,No,Cable,Yes,Two Year,64.4,Yes,Yes,Yes,Credit Card,0.0,204.56,0
Yes,9,0,Yes,1389.55,Yes,Yes,1068.85,Yes,31,29,Yes,88944-HAR,Haryana,Female,Yes,No,Fiber Optic,Yes,Month-to-Month,102.1,Yes,Yes,Yes,Credit Card,0.0,320.7,1
,1,0,No,151.67,No,Yes,60.65,No,11,45,,94609-HAR,Haryana,Female,,,,,Month-to-Month,19.65,,No,,Credit Card,0.0,91.02,0
,3,0,Yes,3922.41,Yes,Yes,1548.65,No,21,73,,96822-PUN,Punjab,Female,,,,,Two Year,24.4,,Yes,,Bank Withdrawal,0.0,2373.76,0
Yes,4,0,Yes,9724.03,Yes,Yes,6936.85,Yes,20,37,Yes,22994-TEL,Telangana,Female,Yes,No,Fiber Optic,Yes,Month-to-Month,105.2,Yes,No,Yes,Bank Withdrawal,0.0,2787.18,0
No,5,0,Yes,6254.94,Yes,Yes,4520.15,Yes,25,31,Yes,39868-JAM,Jammu & Kashmir,Female,Yes,No,Fiber Optic,Yes,One Year,93.65,Yes,Yes,No,Bank Withdrawal,33.13,1767.92,0
No,1,0,No,94.93,No,Yes,49.95,Yes,6,38,No,48939-BIH,Bihar,Female,Yes,No,DSL,No,Month-to-Month,49.95,Yes,Yes,No,Bank Withdrawal,0.0,44.98,0
Yes,0,0,No,4279.3,Yes,Yes,3512.5,Yes,5,58,Yes,82252-TAM,Tamil Nadu,Male,Yes,No,Fiber Optic,No,Month-to-Month,94.7,Yes,No,Yes,Bank Withdrawal,0.0,766.8,0
Yes,1,0,Yes,5537.67,Yes,Yes,3972.25,Yes,8,19,No,68752-GUJ,Gujarat,Female,No,Yes,Cable,No,One Year,68.4,Yes,No,Yes,Bank Withdrawal,0.0,1565.42,0
No,11,0,No,732.68,Yes,Yes,490.55,Yes,18,53,No,55246-CHH,Chhattisgarh,Female,No,No,Fiber Optic,Yes,Month-to-Month,74.9,Yes,No,No,Bank Withdrawal,0.0,242.13,0
No,3,0,No,81.3,No,Yes,43.8,Yes,16,44,No,67882-UTT,Uttar Pradesh,Female,No,No,DSL,No,Month-to-Month,43.8,Yes,No,No,Bank Withdrawal,0.0,37.5,0
Yes,5,120,Yes,10063.54,Yes,Yes,8404.9,Yes,33,74,Yes,92544-ASS,Assam,Male,Yes,Yes,Fiber Optic,Yes,Two Year,116.05,No,Yes,Yes,Bank Withdrawal,0.0,1538.64,0
No,8,0,Yes,2960.85,Yes,Yes,2815.25,Yes,5,78,No,41611-TEL,Telangana,Female,No,No,Fiber Optic,Yes,One Year,81.6,Yes,Yes,No,Bank Withdrawal,0.0,145.6,0
Yes,12,0,Yes,3653.96,Yes,Yes,2659.4,Yes,9,48,No,78859-MAH,Maharashtra,Male,Yes,Yes,Fiber Optic,No,Month-to-Month,94.5,Yes,Yes,Yes,Credit Card,0.0,994.56,1
Yes,3,0,Yes,3454.05,Yes,Yes,2936.25,Yes,24,42,Yes,27828-JHA,Jharkhand,Female,No,Yes,Fiber Optic,No,Month-to-Month,100.4,Yes,No,Yes,Bank Withdrawal,0.0,517.8,0
Yes,3,0,Yes,5219.3,Yes,Yes,4631.7,Yes,5,50,No,45922-MAD,Madhya Pradesh,Male,Yes,No,Fiber Optic,No,Month-to-Month,93.25,Yes,No,Yes,Bank Withdrawal,0.0,587.6,0
Yes,8,0,Yes,10769.46,Yes,Yes,8477.7,Yes,34,65,Yes,48401-JAM,Jammu & Kashmir,Female,Yes,Yes,Fiber Optic,Yes,Two Year,116.85,Yes,No,Yes,Bank Withdrawal,0.0,2291.76,0
,2,0,No,954.65,Yes,Yes,702.05,No,23,36,,15763-MAH,Maharashtra,Male,,,,,Month-to-Month,20.65,,No,,Bank Withdrawal,43.76,296.36,0
Yes,0,0,Yes,7958.95,No,Yes,5445.95,Yes,8,24,No,16921-RAJ,Rajasthan,Female,Yes,Yes,Cable,Yes,One Year,78.35,Yes,No,Yes,Bank Withdrawal,0.0,2513.0,0
Yes,2,0,Yes,6038.62,No,Yes,4616.1,Yes,3,50,Yes,76684-JAM,Jammu & Kashmir,Female,No,Yes,Cable,Yes,Month-to-Month,85.7,Yes,No,Yes,Bank Withdrawal,0.0,1422.52,0
,7,0,No,31.18,Yes,Yes,20.2,No,19,30,,51329-UTT,Uttarakhand,Male,,,,,Month-to-Month,20.2,,Yes,,Bank Withdrawal,0.0,10.98,1
,14,0,No,407.0,No,Yes,220.8,No,30,54,,53159-PUN,Punjab,Female,,,,,Two Year,20.15,,No,,Credit Card,0.0,186.2,0
No,14,0,,25.7,Yes,No,25.7,Yes,19,66,No,28707-RAJ,Rajasthan,Female,No,No,Cable,No,Month-to-Month,25.7,Yes,No,No,Mailed Check,0.0,0.0,1
,13,0,No,738.06,No,Yes,573.05,No,35,48,,42045-BIH,Bihar,Female,,,,,Month-to-Month,19.85,,Yes,,Mailed Check,0.0,165.01,0
No,8,0,No,120.04,No,Yes,81.0,Yes,24,33,No,71942-AND,Andhra Pradesh,Female,No,No,Cable,No,Month-to-Month,45.85,Yes,No,No,Credit Card,0.0,39.04,1
Yes,7,0,No,7015.27,Yes,Yes,6145.85,Yes,1,61,Yes,52439-HAR,Haryana,Female,Yes,Yes,Fiber Optic,Yes,One Year,106.45,Yes,No,Yes,Bank Withdrawal,0.0,869.42,1
No,15,0,Yes,4527.05,No,Yes,3371.0,Yes,2,22,Yes,36375-GUJ,Gujarat,Male,Yes,Yes,DSL,No,Two Year,73.85,Yes,No,No,Credit Card,0.0,1156.05,0
No,0,0,No,1044.48,Yes,Yes,912.0,Yes,31,30,Yes,47334-TEL,Telangana,Male,No,No,Fiber Optic,No,Month-to-Month,81.45,Yes,No,No,Bank Withdrawal,0.0,132.48,0
Yes,11,0,No,1305.17,Yes,Yes,1095.65,Yes,12,34,No,53850-HAR,Haryana,Female,No,No,Fiber Optic,Yes,Month-to-Month,89.4,Yes,Yes,Yes,Bank Withdrawal,0.0,209.52,1
No,3,0,No,3062.77,Yes,Yes,1462.6,Yes,10,27,No,48965-KAR,Karnataka,Male,No,No,DSL,No,Month-to-Month,44.55,Yes,No,No,Credit Card,0.0,1600.17,0
Yes,9,0,No,1031.42,Yes,Yes,703.55,Yes,34,27,Yes,64753-ASS,Assam,Female,Yes,Yes,DSL,No,Month-to-Month,74.65,Yes,No,Yes,Bank Withdrawal,0.0,327.87,1
No,7,0,No,717.39,Yes,Yes,608.8,Yes,11,21,Yes,52755-KER,Kerala,Male,Yes,No,Fiber Optic,No,Month-to-Month,89.75,Yes,No,No,Bank Withdrawal,26.02,134.61,1
No,14,0,Yes,6263.72,Yes,Yes,4189.7,Yes,4,37,Yes,32131-KAR,Karnataka,Female,No,No,DSL,Yes,Two Year,63.3,Yes,Yes,No,Bank Withdrawal,40.62,2114.64,0
Yes,2,120,Yes,7532.93,Yes,Yes,4990.25,Yes,18,61,No,31800-JAM,Jammu & Kashmir,Female,No,No,Fiber Optic,Yes,Two Year,96.25,No,Yes,Yes,Bank Withdrawal,0.0,2422.68,1
No,11,0,,2070.75,No,No,2070.75,Yes,25,60,Yes,88244-ODI,Odisha,Female,No,Yes,Cable,No,Month-to-Month,40.65,Yes,No,No,Bank Withdrawal,0.0,0.0,0
No,15,0,No,5575.25,Yes,Yes,2961.4,Yes,20,33,No,13339-KAR,Karnataka,Female,No,Yes,DSL,No,One Year,49.7,Yes,Yes,No,Bank Withdrawal,0.0,2613.85,0
No,15,0,No,64.83,Yes,Yes,49.9,Yes,9,28,No,18015-ODI,Odisha,Female,No,No,DSL,No,Month-to-Month,49.9,Yes,Yes,No,Bank Withdrawal,0.0,14.93,0
No,1,0,Yes,1645.24,Yes,Yes,1096.65,Yes,13,61,No,21795-ODI,Odisha,Male,No,Yes,Cable,No,One Year,62.1,Yes,No,No,Credit Card,0.0,548.59,0
,8,0,No,545.0,No,Yes,266.6,No,6,49,,57571-RAJ,Rajasthan,Male,,,,,Month-to-Month,20.4,,Yes,,Credit Card,0.0,278.4,0
No,5,10,Yes,119.88,No,Yes,62.05,Yes,29,59,No,54407-WES,West Bengal,Male,No,No,DSL,Yes,Month-to-Month,62.05,No,Yes,No,Mailed Check,0.0,47.83,1
No,6,0,Yes,6200.14,Yes,Yes,6066.55,Yes,3,78,Yes,27087-AND,Andhra Pradesh,Female,Yes,No,Fiber Optic,Yes,One Year,98.3,Yes,No,No,Credit Card,0.0,133.59,0
No,11,0,No,2909.83,No,Yes,1927.3,Yes,9,23,Yes,29111-PUN,Punjab,Female,No,Yes,DSL,Yes,One Year,69.35,Yes,No,Yes,Credit Card,0.0,982.53,0
Yes,5,0,No,6713.84,Yes,Yes,4977.2,Yes,1,56,Yes,32634-UTT,Uttar Pradesh,Male,No,Yes,Fiber Optic,Yes,One Year,99.7,Yes,Yes,Yes,Bank Withdrawal,0.0,1736.64,0
No,6,40,Yes,10162.86,Yes,Yes,6994.6,Yes,16,49,Yes,79587-JAM,Jammu & Kashmir,Male,Yes,Yes,Fiber Optic,Yes,Two Year,99.0,No,No,No,Bank Withdrawal,0.0,3128.26,0
No,15,0,Yes,365.65,Yes,Yes,224.85,Yes,30,32,No,48580-ODI,Odisha,Female,Yes,No,DSL,No,Month-to-Month,58.5,Yes,Yes,No,Credit Card,0.0,140.8,0
Yes,10,0,Yes,8062.46,Yes,Yes,6375.2,Yes,8,39,Yes,47576-MAH,Maharashtra,Male,Yes,Yes,Fiber Optic,No,Month-to-Month,106.2,Yes,No,Yes,Bank Withdrawal,0.0,1687.26,0
Yes,3,0,Yes,4622.61,No,Yes,3205.6,Yes,8,26,Yes,47925-TEL,Telangana,Female,Yes,Yes,Fiber Optic,No,Month-to-Month,104.35,Yes,Yes,Yes,Bank Withdrawal,0.0,1417.01,0
Yes,2,0,No,3785.31,No,Yes,2585.95,Yes,14,48,No,21044-TAM,Tamil Nadu,Female,Yes,No,Fiber Optic,No,Month-to-Month,84.15,Yes,No,Yes,Bank Withdrawal,0.0,1199.36,1
Yes,12,60,Yes,4546.6,No,Yes,3211.9,Yes,19,27,Yes,29412-ASS,Assam,Female,No,Yes,Fiber Optic,No,Month-to-Month,106.4,No,Yes,Yes,Bank Withdrawal,0.0,1274.7,0
,5,0,No,2808.75,No,Yes,1087.25,No,15,27,,55492-UTT,Uttar Pradesh,Female,,,,,Month-to-Month,20.0,,Yes,,Credit Card,0.0,1721.5,0
,6,0,No,1119.8,No,Yes,869.9,No,18,34,,97081-PUN,Punjab,Female,,,,,Month-to-Month,20.35,,Yes,,Credit Card,0.0,249.9,0
Yes,14,0,Yes,8849.96,Yes,Yes,7723.9,Yes,8,19,Yes,34493-PUD,Puducherry,Female,Yes,Yes,Fiber Optic,Yes,Two Year,114.2,Yes,No,Yes,Bank Withdrawal,48.54,1174.6,1
,5,0,Yes,3751.61,No,Yes,1663.5,No,3,23,,86974-PUN,Punjab,Female,,,,,Two Year,23.9,,No,,Credit Card,0.0,2088.11,0
Yes,0,0,Yes,5952.89,No,Yes,4895.1,Yes,36,29,Yes,19806-WES,West Bengal,Male,Yes,Yes,Fiber Optic,Yes,Two Year,115.05,Yes,No,Yes,Credit Card,10.76,1068.55,0
No,5,0,,468.35,Yes,No,468.35,Yes,24,33,No,78149-BIH,Bihar,Male,No,No,DSL,No,Month-to-Month,25.15,Yes,Yes,No,Bank Withdrawal,0.0,0.0,0
,8,0,No,593.97,No,Yes,344.5,No,24,32,,85803-BIH,Bihar,Male,,,,,One Year,19.8,,No,,Credit Card,0.0,249.47,0
,4,0,No,444.87,No,Yes,220.35,No,2,44,,34174-MAD,Madhya Pradesh,Male,,,,,Month-to-Month,19.7,,Yes,,Credit Card,0.0,224.52,0
No,5,0,No,238.32,Yes,Yes,226.2,Yes,5,50,Yes,26714-TAM,Tamil Nadu,Female,Yes,No,DSL,No,Month-to-Month,63.75,Yes,Yes,No,Bank Withdrawal,0.0,12.12,0
Yes,15,0,Yes,1185.05,Yes,Yes,1127.2,Yes,34,81,No,38920-GUJ,Gujarat,Female,No,No,Fiber Optic,No,Month-to-Month,82.0,Yes,Yes,No,Bank Withdrawal,0.0,57.85,1
No,8,0,Yes,500.43,No,Yes,333.55,Yes,32,26,No,47967-TAM,Tamil Nadu,Female,Yes,No,Fiber Optic,Yes,Month-to-Month,84.05,Yes,Yes,Yes,Bank Withdrawal,0.0,166.88,1
No,7,0,Yes,964.77,Yes,Yes,773.65,Yes,35,56,Yes,98709-UTT,Uttar Pradesh,Female,Yes,No,Fiber Optic,Yes,Month-to-Month,94.0,Yes,No,No,Bank Withdrawal,0.0,191.12,1
Yes,6,0,Yes,7178.3,No,Yes,6333.4,Yes,16,62,Yes,73629-DEL,Delhi,Male,Yes,Yes,DSL,Yes,Two Year,90.05,Yes,Yes,Yes,Credit Card,0.0,844.9,0
Yes,14,0,Yes,9002.69,Yes,Yes,6392.85,Yes,20,42,Yes,53349-TEL,Telangana,Male,Yes,Yes,DSL,Yes,Two Year,92.2,Yes,Yes,Yes,Credit Card,0.0,2609.84,0
No,10,10,Yes,427.9,Yes,Yes,412.1,Yes,2,50,No,74049-KER,Kerala,Male,Yes,No,Fiber Optic,No,Month-to-Month,78.75,No,Yes,No,Bank Withdrawal,0.0,5.8,1
Yes,4,120,Yes,1590.67,Yes,Yes,1132.75,Yes,9,24,Yes,41727-AND,Andhra Pradesh,Male,No,No,Fiber Optic,No,Month-to-Month,99.95,No,Yes,Yes,Credit Card,0.0,337.92,1
Yes,7,0,No,5836.26,Yes,Yes,5598.0,Yes,6,24,Yes,21598-KAR,Karnataka,Female,Yes,No,Fiber Optic,Yes,One Year,97.55,Yes,No,Yes,Credit Card,0.0,238.26,0
,4,0,No,1770.29,No,Yes,1028.75,No,4,61,,21981-TAM,Tamil Nadu,Female,,,,,Two Year,19.95,,Yes,,Credit Card,0.0,741.54,0
No,13,0,No,250.61,No,Yes,220.65,Yes,16,61,No,63091-WES,West Bengal,Female,Yes,Yes,Cable,No,Month-to-Month,55.2,Yes,Yes,No,Bank Withdrawal,0.0,29.96,0
Yes,14,0,No,8525.5,No,Yes,7511.9,Yes,33,71,Yes,34680-KAR,Karnataka,Male,Yes,Yes,Fiber Optic,Yes,Two Year,105.35,Yes,Yes,Yes,Credit Card,0.0,1013.6,0
,0,0,No,1116.65,No,Yes,655.85,No,5,39,,43070-MAD,Madhya Pradesh,Female,,,,,Month-to-Month,19.65,,No,,Bank Withdrawal,0.0,460.8,1
No,12,0,Yes,844.82,Yes,Yes,593.45,Yes,17,35,Yes,39419-GUJ,Gujarat,Male,No,No,Fiber Optic,Yes,Month-to-Month,90.45,Yes,No,No,Bank Withdrawal,0.0,251.37,1
Yes,3,0,No,2203.5,Yes,Yes,1637.3,Yes,9,67,No,43303-DEL,Delhi,Female,No,Yes,Fiber Optic,No,Month-to-Month,87.3,Yes,No,Yes,Bank Withdrawal,0.0,566.2,0
No,7,0,Yes,83.73,No,Yes,60.1,Yes,3,30,No,49241-KAR,Karnataka,Female,Yes,No,Cable,No,Month-to-Month,60.1,Yes,Yes,No,Mailed Check,0.0,23.63,1
Yes,1,0,Yes,1582.15,Yes,Yes,1384.75,Yes,9,63,Yes,82847-TAM,Tamil Nadu,Male,Yes,No,Cable,Yes,Month-to-Month,112.95,Yes,Yes,Yes,Mailed Check,0.0,197.4,1
No,6,0,No,1657.36,No,Yes,900.5,Yes,8,33,No,54688-JHA,Jharkhand,Male,No,No,Cable,No,Month-to-Month,51.5,Yes,No,No,Mailed Check,35.34,792.2,1
Yes,12,0,Yes,8726.91,Yes,Yes,6822.15,Yes,19,83,Yes,34812-BIH,Bihar,Female,No,No,Fiber Optic,Yes,Month-to-Month,99.5,Yes,No,No,Credit Card,0.0,1904.76,1
No,3,0,No,250.94,Yes,Yes,141.5,Yes,6,30,No,33169-JAM,Jammu & Kashmir,Male,No,No,DSL,No,Month-to-Month,45.35,Yes,No,No,Bank Withdrawal,0.0,109.44,1
Yes,9,0,Yes,4951.86,Yes,Yes,4839.15,Yes,13,80,No,72125-TAM,Tamil Nadu,Male,No,Yes,Fiber Optic,Yes,One Year,93.65,Yes,Yes,No,Bank Withdrawal,0.0,112.71,0
No,10,0,Yes,4528.97,No,Yes,4242.35,Yes,21,34,No,88827-ASS,Assam,Female,No,No,Fiber Optic,Yes,Month-to-Month,80.0,Yes,Yes,No,Credit Card,0.0,286.62,1
,9,0,No,2686.71,No,Yes,1379.6,No,35,40,,92279-GUJ,Gujarat,Female,,,,,Two Year,19.85,,Yes,,Credit Card,0.0,1307.11,0
No,12,0,Yes,3512.45,No,Yes,2636.05,Yes,23,51,No,17593-UTT,Uttar Pradesh,Male,No,No,Fiber Optic,No,Month-to-Month,75.35,Yes,Yes,No,Credit Card,0.0,876.4,1
No,13,0,No,563.6,No,Yes,531.15,Yes,32,60,No,84192-TEL,Telangana,Female,Yes,No,DSL,No,Month-to-Month,51.1,Yes,No,No,Bank Withdrawal,0.0,32.45,0
Yes,15,0,No,244.08,No,Yes,160.8,Yes,30,44,Yes,49430-WES,West Bengal,Female,No,No,DSL,Yes,Month-to-Month,76.4,Yes,No,Yes,Bank Withdrawal,0.0,83.28,1
Yes,7,60,Yes,3795.58,Yes,Yes,2497.2,Yes,12,72,No,21223-UTT,Uttarakhand,Female,Yes,Yes,Fiber Optic,No,Month-to-Month,95.0,No,Yes,No,Bank Withdrawal,0.0,1238.38,1
,0,0,Yes,3213.4,No,Yes,1506.4,No,6,35,,29428-MAD,Madhya Pradesh,Female,,,,,One Year,23.95,,No,,Credit Card,0.0,1707.0,0
No,0,0,No,7428.44,Yes,Yes,4983.05,Yes,25,26,No,15082-GUJ,Gujarat,Female,Yes,Yes,Fiber Optic,No,One Year,81.45,Yes,No,No,Credit Card,14.15,2459.54,0
No,3,0,No,957.67,Yes,Yes,524.35,Yes,16,43,No,17283-KAR,Karnataka,Female,No,No,DSL,No,Month-to-Month,45.0,Yes,No,No,Bank Withdrawal,0.0,433.32,0
No,8,0,Yes,454.54,No,Yes,338.1,Yes,22,46,No,28028-MAH,Maharashtra,Female,No,No,Fiber Optic,No,Month-to-Month,75.35,Yes,No,No,Bank Withdrawal,0.0,116.44,1
Yes,2,0,Yes,4904.5,Yes,Yes,4200.25,Yes,6,80,Yes,81257-MAH,Maharashtra,Female,No,No,Fiber Optic,No,Two Year,93.9,Yes,Yes,No,Bank Withdrawal,0.0,704.25,0
No,13,0,No,76.07,No,Yes,45.15,Yes,12,30,No,73878-TEL,Telangana,Male,No,No,DSL,No,Month-to-Month,45.15,Yes,Yes,Yes,Bank Withdrawal,0.0,30.92,1
,14,0,No,349.36,Yes,Yes,137.6,No,2,54,,13443-HAR,Haryana,Female,,,,,Month-to-Month,20.7,,No,,Mailed Check,0.0,211.76,0
No,9,0,Yes,197.09,Yes,Yes,143.35,Yes,5,27,No,26994-BIH,Bihar,Female,No,No,Fiber Optic,No,Month-to-Month,75.9,Yes,No,No,Bank Withdrawal,0.0,53.74,1
,7,0,Yes,3426.42,Yes,Yes,1614.9,No,17,37,,61399-TAM,Tamil Nadu,Female,,,,,Two Year,24.95,,Yes,,Credit Card,0.0,1811.52,0
Yes,13,50,Yes,4577.04,Yes,Yes,3834.4,Yes,25,52,No,42422-KAR,Karnataka,Female,Yes,Yes,Fiber Optic,Yes,Two Year,106.05,No,No,Yes,Credit Card,0.0,692.64,0
,9,0,No,29.75,Yes,Yes,19.55,No,1,39,,12257-ASS,Assam,Female,,,,,Month-to-Month,19.55,,No,,Credit Card,0.0,10.2,0
No,15,50,,1495.3,No,No,1445.3,Yes,2,56,No,26173-WES,West Bengal,Female,Yes,No,Cable,No,One Year,33.55,No,Yes,No,Mailed Check,0.0,0.0,1
Yes,1,0,Yes,684.4,Yes,Yes,502.6,Yes,22,70,No,96805-RAJ,Rajasthan,Male,Yes,No,Fiber Optic,No,Month-to-Month,89.8,Yes,No,No,Bank Withdrawal,0.0,181.8,1
No,12,0,No,1276.14,Yes,Yes,832.05,Yes,1,37,Yes,52944-KER,Kerala,Female,No,Yes,Fiber Optic,No,Month-to-Month,84.7,Yes,No,No,Mailed Check,12.81,456.9,1
No,11,0,Yes,8694.12,Yes,Yes,5685.8,Yes,12,39,Yes,84545-PUD,Puducherry,Female,No,No,Fiber Optic,No,One Year,83.0,Yes,No,No,Bank Withdrawal,0.0,3008.32,1
Yes,4,0,Yes,2005.85,Yes,Yes,1899.65,Yes,20,79,Yes,74110-MAD,Madhya Pradesh,Male,No,No,Fiber Optic,No,Month-to-Month,94.55,Yes,No,Yes,Bank Withdrawal,0.0,106.2,1
,6,0,No,990.99,No,Yes,554.25,No,2,25,,91754-DEL,Delhi,Female,,,,,Two Year,19.4,,No,,Credit Card,0.0,436.74,0
Yes,13,0,No,100.2,Yes,Yes,85.0,Yes,30,63,No,78253-GUJ,Gujarat,Male,Yes,No,Fiber Optic,No,Month-to-Month,85.0,Yes,No,Yes,Bank Withdrawal,0.0,15.2,0
No,12,0,No,257.1,Yes,Yes,202.15,Yes,11,48,No,45174-DEL,Delhi,Male,No,No,DSL,No,Month-to-Month,44.05,Yes,No,No,Credit Card,0.0,54.95,0
,15,0,No,1048.03,No,Yes,398.55,No,8,24,,23237-UTT,Uttarakhand,Female,,,,,Two Year,20.5,,No,,Credit Card,24.07,673.55,0
,7,0,Yes,4434.4,No,Yes,1789.65,No,2,83,,14237-BIH,Bihar,Male,,,,,Two Year,25.45,,Yes,,Credit Card,0.0,2644.75,0
Yes,1,0,,207.35,Yes,No,207.35,Yes,31,73,Yes,66013-TAM,Tamil Nadu,Male,Yes,No,DSL,No,Two Year,50.95,Yes,No,No,Credit Card,0.0,0.0,0
No,13,10,No,90.3,Yes,Yes,70.25,Yes,10,25,No,66868-HAR,Haryana,Female,No,No,Fiber Optic,No,Month-to-Month,70.25,No,Yes,No,Bank Withdrawal,0.0,10.05,0
,13,0,No,199.81,Yes,Yes,98.35,No,3,43,,53717-MAH,Maharashtra,Female,,,,,Month-to-Month,20.2,,Yes,,Credit Card,0.0,101.46,0
Yes,9,0,Yes,4792.37,Yes,Yes,3217.65,Yes,29,72,Yes,17050-MAH,Maharashtra,Female,Yes,No,Fiber Optic,No,One Year,100.4,Yes,Yes,No,Bank Withdrawal,0.0,1574.72,0
Yes,7,0,Yes,7488.9,Yes,Yes,6424.7,Yes,7,49,Yes,98260-BIH,Bihar,Male,Yes,Yes,DSL,Yes,Two Year,91.7,Yes,No,Yes,Bank Withdrawal,0.0,1064.2,0
Yes,13,0,No,3785.16,Yes,Yes,3124.5,Yes,32,50,Yes,77147-BIH,Bihar,Female,No,No,Fiber Optic,Yes,One Year,93.8,Yes,No,Yes,Bank Withdrawal,0.0,660.66,1
Yes,9,0,Yes,8200.58,Yes,Yes,7002.95,Yes,2,45,Yes,46580-GUJ,Gujarat,Female,Yes,No,Fiber Optic,Yes,Month-to-Month,109.85,Yes,No,Yes,Credit Card,0.0,1197.63,0
,0,0,No,2936.43,No,Yes,1110.05,No,22,39,,53939-DEL,Delhi,Male,,,,,Two Year,19.9,,Yes,,Credit Card,0.0,1826.38,0
Yes,10,0,Yes,1910.88,Yes,Yes,1752.55,Yes,17,76,Yes,19481-HAR,Haryana,Male,No,No,Fiber Optic,No,Month-to-Month,95.45,Yes,No,Yes,Bank Withdrawal,45.61,203.94,1
No,7,0,No,526.92,Yes,Yes,450.9,Yes,3,61,No,99849-AND,Andhra Pradesh,Male,No,Yes,Fiber Optic,No,Two Year,74.1,Yes,No,No,Bank Withdrawal,0.0,76.02,0
Yes,6,0,Yes,6301.5,Yes,Yes,5348.65,Yes,9,70,No,73218-TAM,Tamil Nadu,Female,No,No,Fiber Optic,Yes,Month-to-Month,88.75,Yes,Yes,No,Credit Card,0.0,952.85,0
No,4,40,No,93.83,Yes,Yes,49.65,Yes,30,56,No,96603-BIH,Bihar,Female,No,No,DSL,Yes,Month-to-Month,49.65,No,Yes,No,Credit Card,0.0,4.18,1
